file	key	previous_hungarian	revised_hungarian	english_source
management.yml	management.users.create_user_success	E-mailt küldtünk az e-mail címre. <b>%{email}</b> annak ellenőrzésére, hogy a felhasználó tulajdonában van-e. Egy linket tartalmaz, amire kattintani kell. Akkor be kell állítaniuk a hozzáférési jelszavukat, mielőtt bejelentkeznének a weboldalra.	E-mailt küldtünk a <b>%{email}</b> e-mail címre, hogy ellenőrizzük, hogy az ehhez a felhasználóhoz tartozik-e. Tartalmaz egy linket, amelyre rá kell kattintaniuk. Ezután be kell állítaniuk hozzáférési jelszavukat, mielőtt bejelentkezhetnek a webhelyre	We have sent an email to the email address <b>%{email}</b> in order to verify that it belongs to this user. It contains a link they have to click. Then they will have to set their access password before being able to log in to the website
management.yml	management.users.autogenerated_password	"Az automatikus jelszó: <b>%{password}</b>, meg lehet változtatni a ""Számlám"" részben a web"	Az automatikusan generált jelszó <b>%{password}</b>, amelyet az internet „Fiókom” részében módosíthat.	Autogenerated password is <b>%{password}</b>, you can change it in the 'My account' section of the web
management.yml	management.users.erased_notice	A felhasználói fiókot törölték.	Felhasználói fiók törölve.	User account deleted.
management.yml	management.users.erased_by_manager	A manager törölte: %{manager}	Menedzser törölte: %{manager}	Deleted by manager: %{manager}
management.yml	management.users.erase_account_link	A felhasználó törlése	Felhasználó törlése	Delete user
management.yml	management.users.erase_account_confirm	Biztos, hogy törölni akarod a fiókot? Ezt az intézkedést nem lehet visszavonni.	Biztosan törli a fiókot? Ez a művelet nem vonható vissza	Are you sure you want to erase the account? This action can not be undone
management.yml	management.users.erase_warning	Ezt nem lehet visszacsinálni. Ügyeljen arra, hogy törölje ezt a fiókot.	Ez a művelet nem vonható vissza. Kérjük, győződjön meg arról, hogy törölni szeretné ezt a fiókot.	This action can not be undone. Please make sure you want to erase this account.
management.yml	management.user_invites.new.info	"Adja meg az e-maileket elválasztva vesszők ("","")"	Írja be az e-maileket vesszővel (',') elválasztva	Enter the emails separated by commas (',')
management.yml	management.user_invites.new.submit	Meghívások küldése	Meghívók küldése	Send invitations
management.yml	management.user_invites.new.title	Meghívások küldése	Meghívók küldése	Send invitations
management.yml	management.user_invites.create.success	<strong>%{count} meghívások</strong> Elküldték.	Az <strong>%{count} meghívók</strong> elküldve.	<strong>%{count} invitations</strong> have been sent.
management.yml	management.user_invites.create.title	Meghívások küldése	Meghívók küldése	Send invitations
moderation.yml	moderation.actions.confirm_action	Biztos? %{action}	Biztos vagy benne? %{action}	Are you sure? %{action}
moderation.yml	moderation.comments.index.block_authors	Block szerzők	A szerzők letiltása	Block authors
moderation.yml	moderation.comments.index.filters.all	Valamennyi	Minden	All
moderation.yml	moderation.comments.index.filters.pending_flag_review	Függőben	Függőben levő	Pending
moderation.yml	moderation.comments.index.filters.with_ignored_flag	Megjelölt	Megtekintettként megjelölve	Marked as viewed
moderation.yml	moderation.comments.index.hide	Hozzászólások elrejtése	Megjegyzések elrejtése	Hide comments
moderation.yml	moderation.comments.index.ignore_flags	A megtekintés szerinti jelölés	Megjelölés megtekintettként	Mark as viewed
moderation.yml	moderation.comments.index.orders.flags	A legtöbb megjelölés	A legtöbb megjelölve	Most flagged
moderation.yml	moderation.dashboard.index.title	Mérsékelt	Moderálás	Moderation
moderation.yml	moderation.debates.index.block_authors	Block szerzők	A szerzők letiltása	Block authors
moderation.yml	moderation.debates.index.filters.all	Valamennyi	Minden	All
moderation.yml	moderation.debates.index.filters.pending_flag_review	Függőben	Függőben levő	Pending
moderation.yml	moderation.debates.index.filters.with_ignored_flag	Megjelölt	Megtekintettként megjelölve	Marked as viewed
moderation.yml	moderation.debates.index.hide	A viták elrejtése	Viták elrejtése	Hide debates
moderation.yml	moderation.debates.index.ignore_flags	A megtekintés szerinti jelölés	Megjelölés megtekintettként	Mark as viewed
moderation.yml	moderation.debates.index.orders.flags	A legtöbb megjelölés	A legtöbb megjelölve	Most flagged
moderation.yml	moderation.header.title	Mérsékelt	Moderálás	Moderation
moderation.yml	moderation.menu.proposal_notifications	Javaslatokról szóló értesítések	Értesítések az ajánlatokról	Proposals notifications
moderation.yml	moderation.menu.users	Blokkolók	Felhasználók letiltása	Block users
moderation.yml	moderation.proposals.index.block_authors	Block szerzők	A szerzők letiltása	Block authors
moderation.yml	moderation.proposals.index.filters.all	Valamennyi	Minden	All
moderation.yml	moderation.proposals.index.filters.pending_flag_review	Függőben	Függőben levő	Pending
moderation.yml	moderation.proposals.index.filters.with_ignored_flag	Megjelölt	Megtekintettként megjelölve	Marked as viewed
moderation.yml	moderation.proposals.index.headers.moderate	Közepes	Mérsékelt	Moderate
moderation.yml	moderation.proposals.index.hide	A javaslatok elrejtése	Javaslatok elrejtése	Hide proposals
moderation.yml	moderation.proposals.index.ignore_flags	A megtekintés szerinti jelölés	Megjelölés megtekintettként	Mark as viewed
moderation.yml	moderation.proposals.index.orders.created_at	Utolsó	Legutóbbi	Most recent
moderation.yml	moderation.proposals.index.orders.flags	A legtöbb megjelölés	A legtöbb megjelölve	Most flagged
moderation.yml	moderation.budget_investments.index.block_authors	Block szerzők	A szerzők letiltása	Block authors
moderation.yml	moderation.budget_investments.index.filters.all	Valamennyi	Minden	All
moderation.yml	moderation.budget_investments.index.filters.pending_flag_review	Függőben	Függőben levő	Pending
moderation.yml	moderation.budget_investments.index.filters.with_ignored_flag	Megjelölt	Megtekintettként megjelölve	Marked as viewed
moderation.yml	moderation.budget_investments.index.ignore_flags	A megtekintés szerinti jelölés	Megjelölés megtekintettként	Mark as viewed
moderation.yml	moderation.budget_investments.index.orders.created_at	Utolsó	Legutóbbi	Most recent
moderation.yml	moderation.budget_investments.index.orders.flags	A legtöbb megjelölés	A legtöbb megjelölve	Most flagged
moderation.yml	moderation.proposal_notifications.index.block_authors	Block szerzők	A szerzők letiltása	Block authors
moderation.yml	moderation.proposal_notifications.index.filters.all	Valamennyi	Minden	All
moderation.yml	moderation.proposal_notifications.index.filters.pending_review	Függőben	Függőben levő	Pending
moderation.yml	moderation.proposal_notifications.index.filters.ignored	Megjelölt	Megtekintettként megjelölve	Marked as viewed
moderation.yml	moderation.proposal_notifications.index.hide	A javaslatok elrejtése	Javaslatok elrejtése	Hide proposals
moderation.yml	moderation.proposal_notifications.index.ignore_flags	A megtekintés szerinti jelölés	Megjelölés megtekintettként	Mark as viewed
moderation.yml	moderation.proposal_notifications.index.orders.created_at	Utolsó	Legutóbbi	Most recent
moderation.yml	moderation.proposal_notifications.index.orders.moderated	Mérsékelt	Moderálva	Moderated
moderation.yml	moderation.proposal_notifications.index.title	A javaslatról szóló értesítések	Ajánlatértesítések	Proposal notifications
moderation.yml	moderation.users.index.block	Blokk	Tömb	Block
moderation.yml	moderation.users.index.confirm_block	"Biztos? Ez elrejti a felhasználó ""%{name}""és az összes tartalmukat."	"Biztos vagy benne? Ezzel elrejti a ""%{name}"" felhasználót és annak összes tartalmát."	"Are you sure? This will hide the user ""%{name}"" and all their contents."
moderation.yml	moderation.users.index.confirm_hide	"Biztos? Ez elrejti a felhasználó ""%{name}""anélkül, hogy elrejtenék a tartalmukat."	"Biztos vagy benne? Ezzel elrejti a ""%{name}"" felhasználót anélkül, hogy elrejtené a tartalmát."	"Are you sure? This will hide the user ""%{name}"" without hiding their contents."
moderation.yml	moderation.users.index.hide	Elrejtés	Elrejt	Hide
moderation.yml	moderation.users.index.search_placeholder	e-mail vagy a felhasználó neve	e-mail cím vagy a felhasználó neve	email or name of user
moderation.yml	moderation.users.index.title	Blokkolók	Felhasználók letiltása	Block users
moderation.yml	moderation.users.notice_block	A felhasználó le van zárva. Minden tartalom, amit ez a felhasználó készített, rejtve van.	A felhasználót letiltották. A felhasználó által írt összes tartalom el lett rejtve.	The user has been blocked. All contents authored by this user have been hidden.
moderation.yml	moderation.users.notice_hide	A felhasználó el volt rejtve. A felhasználó által készített tartalom még mindig elérhető.	A felhasználó el lett rejtve. A felhasználó által készített tartalom továbbra is elérhető.	The user has been hidden. Contents authored by this user are still available.
officing.yml	officing.dashboard.index.title	Poll office	Szavazási hivatal	Poll officing
officing.yml	officing.dashboard.index.no_shifts	Ma nincs hivatalos műszakja.	Ma nincs hivatali műszakod.	You don't have officing shifts today.
officing.yml	officing.menu.voters	A dokumentum jóváhagyása	Érvényesítse a dokumentumot	Validate document
